auth_purchase_date_max,0.02166677389955059
purchase_amount_count_std,0.019878077916335144
auth_purchase_month_std,0.01981547370757666
auth_purchase_month_mean,0.01977171131509568
purchase_amount_min_std,0.019464509423287982
purchase_amount_mean_std,0.019421796666747405
purchase_amount_std_std,0.019409903666887142
purchase_amount_count_mean,0.01925901996031947
purchase_amount_std_mean,0.01910958572456967
purchase_amount_min_mean,0.018904174263211677
auth_purchase_amount_std,0.018851917251219572
auth_purchase_amount_sum,0.018842144772823772
auth_purchase_amount_mean,0.018838032998106383
auth_purchase_amount_max,0.018804728325306597
auth_purchase_amount_min,0.018736960647271664
purchase_amount_mean_mean,0.018714572599356934
auth_month_lag_mean,0.018414022461618385
new_purchase_amount_max,0.018371519764209407
auth_month_diff_mean,0.017939020803251788
new_purchase_date_max,0.017895349339479734
auth_month_lag_std,0.017839901814500302
auth_purchase_date_min,0.017729528053243127
auth_purchase_date_ptp,0.017637082702828256
new_purchase_date_min,0.01762058644099778
auth_merchant_id_nunique,0.017483160070759077
new_purchase_amount_sum,0.017469504883496658
auth_transactions_count,0.017188339666471795
new_purchase_amount_mean,0.016883511284929112
new_purchase_date_ptp,0.016691663430602112
new_purchase_amount_std,0.016647066678347897
city_id_purchase_amount_min,0.016422658358476377
installments_purchase_amount_min,0.016079980980675916
hist_purchase_amount_max,0.01599669070612099
hist_purchase_amount_mean,0.01591779408791251
hist_purchase_date_max,0.015712589542686478
new_purchase_amount_min,0.015693549373498508
hist_purchase_amount_min,0.01528099937736186
authorized_flag_mean,0.01522405828037361
hist_purchase_date_min,0.015222109796621723
hist_purchase_amount_sum,0.015221400074034601
hist_purchase_month_mean,0.014329858842029622
hist_month_lag_mean,0.013994258814937608
hist_purchase_amount_std,0.012951635958928044
hist_purchase_date_ptp,0.012874793591694751
elapsed_time,0.01265539826037835
hist_purchase_month_std,0.012309044657423635
month_lag_std,0.012172896375872641
month_lag_mean,0.012142475311613984
hist_month_lag_std,0.011728148300100794
auth_installments_sum,0.01101838561111063
hist_transactions_count,0.010422925344797425
new_purchase_month_mean,0.010349188184829819
hist_installments_sum,0.010169321432452392
hist_month_diff_mean,0.009356992862877323
new_month_lag_mean,0.009235137431965842
new_merchant_id_nunique,0.009063881417795402
hist_merchant_id_nunique,0.008710778518683519
new_transactions_count,0.008504528121562735
new_purchase_month_std,0.00842805027065945
auth_category_1_mean,0.008159113898171692
new_month_lag_std,0.008066985888148274
new_installments_sum,0.0076963937337152285
new_month_diff_mean,0.007486626247844448
auth_category_1_sum,0.00679068841277111
hist_category_1_mean,0.0054801359935333265
hist_category_1_sum,0.004812787766562895
feature_2_1,0.002989065601248332
new_category_1_mean,0.0028929921913156934
feature_2_2,0.002777347491032942
feature_3_0,0.002730159407443462
feature_3_1,0.002700352709887339
feature_1_2,0.0026965910084418426
feature_1_3,0.002645781354088881
feature_2_3,0.002506625495198143
feature_1_5,0.002332017246603864
new_category_1_sum,0.001981982413077438
feature_1_4,0.0017521933569335324
feature_1_1,0.0010129893641033893
